Household_ID,State,Rural_Urban,Household_Size,Monthly_Income,Education_Level,Employment_Status,Food_Expenditure,Housing_Expenditure,Transport_Expenditure,Healthcare_Expenditure,Other_Expenditures,Total_Expenditure,MPCE,Age_Household_Head,Gender_Household_Head,Electricity_Access,Internet_Access,Cooking_Fuel_Type,Water_Source,Sanitation_Facility,Vehicle_Ownership,Loan_Repayment,Savings,Mobile_Phones_Owned,TV_Ownership,Computer_Ownership,Internet_Data_Usage_GB,Type_of_Employment,Agricultural_Land_Owned,Financial_Aid_Received,Type_of_House,Debt_Amount,Insurance_Coverage
H00116,Tamil Nadu,Rural,1,11397,Graduate,Self-Employed,17406,2191,5393,10818,6141,41949,41949.0,67,Female,Yes,Yes,LPG,River,Yes,1,7583,4034,2,No,Yes,280,Private,3,Yes,Rented House,208293,No
H00117,Delhi,Rural,3,40525,No Schooling,Self-Employed,4931,33264,843,3993,18013,61044,20348.0,40,Male,Yes,Yes,LPG,Other,Yes,2,1637,11509,0,Yes,No,125,Self-Employed,8,No,Own House,274882,Yes
H00118,Karnataka,Rural,2,58072,Primary,Employed,15567,7297,5898,7573,2202,38537,19268.5,76,Male,No,Yes,Electricity,Piped Water,No,0,14670,31510,1,No,No,7,Unemployed,5,Yes,Rented House,114183,Yes
H00119,Rajasthan,Rural,2,95106,Primary,Employed,16038,28856,8900,2713,18885,75392,37696.0,57,Male,No,No,LPG,Other,Yes,2,5966,30908,4,No,No,471,Self-Employed,0,No,Own House,277916,No
H00120,West Bengal,Urban,1,88820,Graduate,Self-Employed,14317,9334,5236,4003,11639,44529,44529.0,72,Male,No,No,LPG,Other,Yes,2,4670,8272,1,Yes,Yes,467,Private,9,Yes,Temporary Shelter,327414,Yes
H00121,Rajasthan,Urban,8,89530,No Schooling,Unemployed,4971,25162,3906,2527,16202,52768,6596.0,43,Male,Yes,Yes,LPG,Piped Water,Yes,1,5203,27458,3,Yes,Yes,367,Self-Employed,1,Yes,Rented House,469385,Yes
H00122,West Bengal,Rural,3,28284,Higher Secondary,Employed,4017,7008,1419,9009,7023,28476,9492.0,45,Male,Yes,Yes,Electricity,Well,No,1,18274,877,1,No,No,349,Private,6,Yes,Own House,416708,No
H00123,Maharashtra,Rural,3,66330,Secondary,Unemployed,25799,8987,6319,2365,12897,56367,18789.0,46,Female,No,No,LPG,River,Yes,1,19589,19863,2,No,Yes,339,Government,9,No,Rented House,317123,Yes
H00124,Gujarat,Rural,6,88369,No Schooling,Employed,4415,31966,2544,3508,8611,51044,8507.333333333334,33,Male,Yes,No,Other,River,Yes,1,8669,48773,2,No,No,401,Self-Employed,6,Yes,Temporary Shelter,248240,No
H00125,West Bengal,Urban,8,30122,Primary,Employed,21480,4332,918,6652,2901,36283,4535.375,33,Female,No,No,Other,Piped Water,No,0,14968,35286,2,No,No,323,Government,2,Yes,Rented House,181410,No
H00126,Rajasthan,Urban,9,75553,Graduate,Employed,3609,1787,2249,8267,9981,25893,2877.0,33,Female,No,No,Wood,Well,Yes,2,2366,31270,0,No,Yes,175,Government,0,Yes,Temporary Shelter,113585,Yes
H00127,Maharashtra,Urban,9,86906,Graduate,Employed,2717,39990,7878,7842,10567,68994,7666.0,51,Male,No,No,Other,Other,Yes,2,18910,20561,2,No,Yes,227,Private,7,No,Rented House,457767,No
H00128,Delhi,Urban,4,99788,Secondary,Unemployed,21945,10873,1599,14635,13876,62928,15732.0,41,Female,No,Yes,Wood,Other,Yes,1,366,45322,1,Yes,No,453,Self-Employed,9,Yes,Temporary Shelter,252669,No
H00129,Tamil Nadu,Urban,5,67812,Graduate,Employed,27592,18006,3892,6604,14324,70418,14083.6,68,Female,No,No,Electricity,Other,No,0,15647,2539,4,Yes,No,322,Unemployed,9,Yes,Rented House,430071,No
H00130,Tamil Nadu,Urban,2,12999,Graduate,Self-Employed,14662,21225,3272,1192,13944,54295,27147.5,69,Female,No,Yes,LPG,Other,Yes,0,9907,7904,2,No,No,401,Self-Employed,6,Yes,Temporary Shelter,399444,No
H00131,Tamil Nadu,Urban,9,27436,No Schooling,Self-Employed,8782,37444,7284,5624,13379,72513,8057.0,32,Male,Yes,No,Other,Other,Yes,2,6606,45891,1,Yes,Yes,366,Unemployed,9,Yes,Own House,199439,Yes
H00132,West Bengal,Urban,8,47963,Higher Secondary,Unemployed,28536,36340,2045,9769,16612,93302,11662.75,40,Female,Yes,Yes,Wood,Piped Water,No,1,12,47694,0,Yes,Yes,487,Government,7,No,Own House,151117,No
H00133,Delhi,Urban,3,7096,Secondary,Employed,3048,6033,1570,4581,1039,16271,5423.666666666667,42,Male,No,Yes,Electricity,Other,No,2,19623,13312,0,No,No,17,Government,0,Yes,Rented House,214740,No
H00134,West Bengal,Rural,9,30279,No Schooling,Self-Employed,27933,8788,7022,14863,11474,70080,7786.666666666667,57,Female,No,No,Wood,Other,No,2,2317,21753,4,Yes,No,55,Private,2,No,Temporary Shelter,207663,Yes
H00135,Gujarat,Rural,3,31201,Higher Secondary,Unemployed,13618,16689,2350,3374,14346,50377,16792.333333333332,25,Female,No,Yes,LPG,Well,Yes,0,15429,22071,4,Yes,Yes,406,Unemployed,1,No,Own House,24318,No
H00136,West Bengal,Rural,9,24715,No Schooling,Employed,10307,22598,5553,14598,6115,59171,6574.555555555556,36,Female,Yes,Yes,Other,Other,No,0,7485,2089,1,No,No,34,Self-Employed,0,Yes,Rented House,320602,Yes
H00137,Delhi,Rural,2,34309,Postgraduate,Self-Employed,28671,38480,3439,4982,16516,92088,46044.0,30,Female,No,Yes,Electricity,River,No,2,16759,7968,4,No,Yes,389,Private,4,No,Own House,407011,No
H00138,Delhi,Urban,9,20078,No Schooling,Self-Employed,9905,30703,7694,9697,3456,61455,6828.333333333333,65,Male,No,Yes,Wood,Piped Water,No,1,256,42126,4,No,Yes,117,Private,2,No,Temporary Shelter,368000,Yes
H00139,Gujarat,Urban,8,61614,Graduate,Unemployed,11993,1066,6351,5760,8577,33747,4218.375,79,Female,No,No,Electricity,Piped Water,Yes,1,16833,33812,0,Yes,No,281,Private,9,No,Rented House,85184,No
H00140,Delhi,Rural,9,10105,Higher Secondary,Employed,12338,8533,7173,7660,4222,39926,4436.222222222223,29,Female,Yes,Yes,Wood,Piped Water,No,2,15903,24704,1,No,No,253,Self-Employed,7,Yes,Temporary Shelter,447740,Yes
H00141,Rajasthan,Urban,5,99848,Secondary,Employed,7578,16103,1178,13225,12559,50643,10128.6,40,Male,No,No,Wood,River,No,2,3212,22235,4,Yes,Yes,212,Private,5,No,Temporary Shelter,128789,No
H00142,Delhi,Rural,2,7839,Secondary,Self-Employed,15834,5616,1488,3278,5587,31803,15901.5,42,Male,Yes,Yes,LPG,Other,No,1,6175,30644,1,No,No,60,Self-Employed,9,No,Temporary Shelter,480910,Yes
H00143,Tamil Nadu,Urban,8,73920,Higher Secondary,Self-Employed,20004,39498,2002,11078,10838,83420,10427.5,73,Male,Yes,No,LPG,Piped Water,No,1,13571,38018,2,No,Yes,87,Private,8,Yes,Own House,21747,Yes
H00144,Rajasthan,Rural,6,48619,Graduate,Self-Employed,8548,12772,2289,3183,2670,29462,4910.333333333333,42,Female,No,No,Wood,River,No,1,16087,30947,0,No,Yes,270,Unemployed,8,Yes,Rented House,253651,Yes
H00145,Rajasthan,Urban,8,47821,Primary,Employed,9381,24849,5781,7459,3891,51361,6420.125,25,Male,Yes,No,Other,Well,Yes,2,7446,43874,0,No,Yes,346,Government,5,No,Temporary Shelter,219842,Yes
H00146,Gujarat,Urban,5,18493,No Schooling,Unemployed,23164,13940,5527,6254,7442,56327,11265.4,43,Male,Yes,Yes,Electricity,Other,Yes,0,17692,10780,0,Yes,No,31,Unemployed,1,No,Own House,178445,Yes
H00147,Uttar Pradesh,Rural,2,22069,Graduate,Unemployed,29526,17932,1925,14382,18500,82265,41132.5,78,Male,Yes,No,Electricity,River,No,1,14877,48072,3,Yes,No,395,Unemployed,8,No,Temporary Shelter,162632,No
H00148,Uttar Pradesh,Urban,6,12531,Postgraduate,Employed,22176,30769,7154,2723,14306,77128,12854.666666666666,32,Male,No,No,LPG,Other,No,1,12943,30183,1,No,No,132,Private,1,Yes,Own House,11282,No
H00149,Delhi,Rural,5,42051,Higher Secondary,Unemployed,4941,25648,2940,11974,15292,60795,12159.0,27,Male,Yes,Yes,Other,Well,No,1,10306,34533,2,Yes,Yes,63,Unemployed,2,No,Rented House,427047,Yes
H00150,Rajasthan,Rural,5,12736,No Schooling,Self-Employed,7695,33966,7356,9877,13309,72203,14440.6,49,Male,No,No,Wood,River,Yes,2,4016,45679,4,No,Yes,198,Unemployed,5,Yes,Rented House,63073,Yes
H00151,Uttar Pradesh,Rural,1,12710,Secondary,Unemployed,8401,28777,7867,10492,15355,70892,70892.0,29,Female,No,Yes,LPG,Other,Yes,0,5912,26409,2,No,Yes,255,Unemployed,1,No,Rented House,154115,No
H00152,Uttar Pradesh,Rural,2,72155,Primary,Unemployed,17179,33567,9970,4781,9608,75105,37552.5,79,Male,No,Yes,Wood,River,Yes,0,442,41819,1,Yes,Yes,341,Private,4,No,Rented House,242720,No
H00153,Delhi,Urban,8,18975,Postgraduate,Unemployed,16456,18174,3094,12107,6958,56789,7098.625,64,Female,Yes,No,Wood,Piped Water,Yes,1,2944,10449,0,Yes,No,154,Self-Employed,1,Yes,Temporary Shelter,458538,Yes
H00154,Uttar Pradesh,Urban,3,67424,Secondary,Self-Employed,15097,14798,5189,5809,3256,44149,14716.333333333334,43,Male,No,Yes,LPG,Other,No,2,3936,9643,3,No,No,462,Government,3,No,Own House,315044,No
H00155,West Bengal,Urban,3,50603,Higher Secondary,Employed,27553,18558,2936,2201,7353,58601,19533.666666666668,42,Male,Yes,Yes,Other,River,No,0,398,9560,1,No,No,230,Government,2,Yes,Rented House,283073,Yes
H00156,Maharashtra,Rural,8,28252,No Schooling,Self-Employed,8197,1178,6017,1587,8209,25188,3148.5,74,Male,Yes,Yes,Electricity,Piped Water,No,2,15696,34653,1,No,Yes,300,Self-Employed,4,No,Temporary Shelter,35500,Yes
H00157,Gujarat,Urban,8,85797,Higher Secondary,Employed,29642,21470,9719,11575,18820,91226,11403.25,77,Female,Yes,No,LPG,Well,No,0,2995,28625,4,Yes,Yes,34,Self-Employed,5,Yes,Rented House,264016,Yes
H00158,Maharashtra,Rural,2,6431,No Schooling,Employed,7450,18118,6810,6752,19975,59105,29552.5,55,Male,Yes,Yes,Other,Other,Yes,1,6329,6048,2,No,No,25,Unemployed,6,Yes,Rented House,168560,No
H00159,Delhi,Urban,8,79603,Graduate,Employed,27359,23616,4039,1230,13347,69591,8698.875,57,Male,No,Yes,Wood,Other,No,2,2216,14598,2,No,Yes,22,Government,9,No,Rented House,329649,Yes
H00160,Tamil Nadu,Urban,1,42481,Primary,Unemployed,26816,1798,3983,10157,17852,60606,60606.0,71,Male,No,Yes,LPG,Well,Yes,1,18091,19091,4,No,No,140,Self-Employed,7,Yes,Own House,287604,No
H00161,Gujarat,Urban,6,97573,Graduate,Unemployed,24258,8601,7871,13155,7797,61682,10280.333333333334,42,Male,Yes,No,Electricity,Piped Water,Yes,0,11523,25074,3,No,Yes,473,Unemployed,8,No,Own House,12155,No
H00162,Delhi,Rural,8,14557,Graduate,Employed,19937,26363,2741,1420,16756,67217,8402.125,63,Female,No,Yes,Electricity,Well,No,0,2568,35498,0,No,Yes,386,Government,3,Yes,Own House,405086,No
H00163,Rajasthan,Urban,3,79971,Higher Secondary,Employed,19396,3795,6878,13322,3703,47094,15698.0,40,Female,No,No,Wood,Other,Yes,1,160,7760,0,No,Yes,284,Private,3,Yes,Rented House,377150,No
H00164,Tamil Nadu,Urban,8,5162,Primary,Unemployed,10378,32926,3265,13363,6999,66931,8366.375,40,Female,No,Yes,LPG,River,Yes,0,15648,26345,3,Yes,Yes,449,Private,6,Yes,Temporary Shelter,356072,Yes
H00165,Maharashtra,Rural,1,39742,No Schooling,Self-Employed,3881,38356,9865,12198,5673,69973,69973.0,71,Female,Yes,No,Electricity,Piped Water,No,1,8067,338,4,No,Yes,319,Government,9,No,Temporary Shelter,134789,Yes
H00166,Delhi,Urban,9,24675,No Schooling,Employed,8799,8297,5411,10806,17773,51086,5676.222222222223,62,Female,No,No,LPG,Piped Water,Yes,1,3904,20020,1,No,No,155,Government,9,Yes,Temporary Shelter,126075,No
H00167,Rajasthan,Rural,9,78997,Postgraduate,Self-Employed,16597,4084,903,13489,12150,47223,5247.0,65,Male,Yes,No,Electricity,Piped Water,Yes,1,3573,46759,2,Yes,No,470,Private,8,Yes,Rented House,132446,Yes
H00168,Gujarat,Urban,5,22015,Secondary,Unemployed,15675,31329,3882,12737,9673,73296,14659.2,31,Male,No,Yes,Wood,Well,No,0,1825,9438,1,Yes,No,419,Private,1,Yes,Own House,152898,No
H00169,Gujarat,Rural,4,55057,Postgraduate,Employed,6586,12110,4663,6235,7882,37476,9369.0,38,Male,Yes,Yes,Wood,Well,Yes,2,13786,42617,2,No,Yes,112,Government,5,No,Temporary Shelter,467431,Yes
H00170,Karnataka,Rural,6,37591,Postgraduate,Self-Employed,27006,1731,8130,10010,1301,48178,8029.666666666667,67,Female,Yes,Yes,LPG,River,Yes,1,9815,10449,1,Yes,No,389,Unemployed,9,No,Rented House,377282,Yes
H00171,Rajasthan,Urban,7,98583,No Schooling,Self-Employed,10430,2129,587,9655,8734,31535,4505.0,77,Male,Yes,No,Other,River,No,2,13794,46450,4,No,No,138,Self-Employed,9,Yes,Rented House,144499,Yes
H00172,West Bengal,Rural,5,14833,Higher Secondary,Self-Employed,24831,29022,9850,6723,14397,84823,16964.6,72,Female,No,Yes,Other,Piped Water,Yes,0,1176,11743,4,Yes,Yes,421,Self-Employed,7,Yes,Temporary Shelter,64442,Yes
H00173,Uttar Pradesh,Rural,9,12896,Graduate,Unemployed,4345,2605,6316,8274,15697,37237,4137.444444444444,49,Male,Yes,Yes,Wood,River,No,0,19604,28374,3,Yes,Yes,373,Government,4,No,Temporary Shelter,482316,Yes
H00174,Tamil Nadu,Rural,3,37972,Graduate,Unemployed,18459,12970,5970,9263,10469,57131,19043.666666666668,56,Female,No,No,Electricity,Well,Yes,2,7820,45113,1,No,No,417,Self-Employed,4,Yes,Rented House,427924,Yes
H00175,Rajasthan,Rural,7,54733,Graduate,Self-Employed,11548,30265,6776,1034,3701,53324,7617.714285714285,62,Male,Yes,Yes,Other,River,Yes,1,16514,40767,1,Yes,No,208,Private,7,Yes,Temporary Shelter,362815,No
H00176,Karnataka,Rural,5,46800,Primary,Self-Employed,7877,33330,6239,11214,17233,75893,15178.6,46,Male,No,Yes,Wood,Well,No,0,19946,40013,3,No,No,322,Private,0,Yes,Rented House,155343,Yes
H00177,Uttar Pradesh,Rural,7,10347,No Schooling,Unemployed,8785,3933,4773,9310,10472,37273,5324.714285714285,40,Male,Yes,No,Electricity,River,No,1,1499,38729,3,Yes,No,363,Self-Employed,5,Yes,Temporary Shelter,194644,Yes
H00178,Uttar Pradesh,Urban,2,64063,Higher Secondary,Self-Employed,17833,16187,7023,1924,1083,44050,22025.0,76,Male,No,No,Electricity,Other,Yes,1,7626,45919,4,No,No,429,Government,9,Yes,Own House,278775,Yes
H00179,Delhi,Rural,4,7643,Primary,Self-Employed,6922,26791,5503,6798,13219,59233,14808.25,53,Female,Yes,Yes,Other,Well,No,2,16137,16732,4,Yes,Yes,481,Private,8,Yes,Rented House,19887,No
H00180,Uttar Pradesh,Rural,2,45785,Secondary,Unemployed,26474,25900,8538,2613,3877,67402,33701.0,40,Male,Yes,No,Wood,Other,Yes,0,19172,27244,1,No,No,85,Unemployed,5,No,Own House,25259,Yes
H00181,West Bengal,Urban,7,23681,Higher Secondary,Self-Employed,20714,6074,7106,9705,15355,58954,8422.0,36,Male,Yes,Yes,Electricity,Well,No,2,3708,12421,4,No,No,284,Unemployed,6,Yes,Temporary Shelter,97932,Yes
H00182,Gujarat,Urban,2,55026,Postgraduate,Self-Employed,6686,27426,2564,6193,3901,46770,23385.0,41,Male,No,Yes,Electricity,River,Yes,0,1769,37191,4,No,No,59,Private,3,Yes,Rented House,57987,Yes
H00183,Karnataka,Urban,1,20892,Higher Secondary,Self-Employed,16407,1893,5815,4698,14136,42949,42949.0,61,Female,Yes,Yes,LPG,Other,Yes,2,9510,29356,1,No,No,53,Private,9,No,Temporary Shelter,180702,No
H00184,Uttar Pradesh,Urban,9,52299,Higher Secondary,Unemployed,20286,35158,817,2305,16238,74804,8311.555555555555,51,Male,Yes,Yes,LPG,River,Yes,0,14226,23585,3,Yes,No,92,Self-Employed,0,No,Rented House,281288,Yes
H00185,Delhi,Urban,1,22073,Graduate,Self-Employed,14205,20773,2002,2768,7272,47020,47020.0,49,Male,Yes,Yes,Other,Well,Yes,0,15634,2960,1,No,No,324,Government,8,No,Temporary Shelter,209263,No
H00186,West Bengal,Urban,8,35682,Higher Secondary,Unemployed,23054,5239,6630,13815,10631,59369,7421.125,37,Male,Yes,No,LPG,Other,Yes,0,6731,49975,0,Yes,Yes,457,Self-Employed,5,No,Own House,237344,No
H00187,Maharashtra,Urban,2,19289,Postgraduate,Unemployed,25527,21863,7919,9530,1288,66127,33063.5,32,Male,No,No,Wood,Piped Water,No,1,10965,15019,1,Yes,Yes,457,Government,2,Yes,Own House,442276,Yes
H00188,Gujarat,Rural,8,12927,Postgraduate,Employed,15179,4432,2542,409,16684,39246,4905.75,29,Male,Yes,Yes,Other,River,No,1,19428,33437,0,No,Yes,372,Unemployed,3,No,Temporary Shelter,186164,Yes
H00189,Gujarat,Rural,3,53330,No Schooling,Employed,20443,36139,5098,9456,3389,74525,24841.666666666668,36,Female,Yes,No,Other,Well,Yes,2,375,8511,1,No,No,264,Unemployed,9,Yes,Own House,151908,No
H00190,Karnataka,Urban,6,71707,Higher Secondary,Self-Employed,18524,2515,618,5111,10069,36837,6139.5,65,Female,No,No,LPG,Other,Yes,2,15517,9686,0,Yes,No,381,Government,5,No,Own House,244119,No
H00191,Gujarat,Rural,3,82454,Graduate,Unemployed,20173,32670,1209,2420,10641,67113,22371.0,27,Female,No,Yes,Electricity,River,No,0,19420,24412,0,Yes,Yes,212,Self-Employed,5,No,Temporary Shelter,460120,Yes
H00192,Uttar Pradesh,Rural,7,70428,Higher Secondary,Employed,2016,15605,4057,433,12434,34545,4935.0,59,Male,No,No,Wood,Other,No,0,6218,23155,1,Yes,No,332,Private,8,No,Rented House,231602,Yes
H00193,Delhi,Rural,9,55601,Secondary,Self-Employed,15374,6586,3750,992,10269,36971,4107.888888888889,57,Female,Yes,No,Wood,River,No,1,17124,34990,4,No,No,9,Government,3,Yes,Temporary Shelter,306600,No
H00194,Gujarat,Urban,2,82465,Secondary,Employed,18848,36685,8561,14395,8112,86601,43300.5,46,Male,No,Yes,Wood,River,No,1,8495,28907,2,No,No,357,Self-Employed,4,No,Rented House,167452,No
H00195,Gujarat,Urban,5,7539,Graduate,Employed,22855,32186,9109,14101,19376,97627,19525.4,74,Male,No,Yes,Other,River,No,1,1085,20484,4,Yes,Yes,202,Unemployed,4,No,Own House,120250,No
H00196,Maharashtra,Rural,6,27669,No Schooling,Unemployed,20211,27928,3103,3310,16705,71257,11876.166666666666,68,Male,No,Yes,Wood,Other,Yes,2,13073,47277,0,Yes,Yes,195,Private,2,No,Own House,339879,No
H00197,Maharashtra,Urban,4,75968,No Schooling,Unemployed,29604,33728,1601,2366,14434,81733,20433.25,33,Male,Yes,Yes,Electricity,Other,Yes,1,11371,29025,1,Yes,Yes,57,Unemployed,1,Yes,Own House,273713,Yes
H00198,Tamil Nadu,Rural,4,25644,Postgraduate,Employed,27095,18551,4921,8726,10595,69888,17472.0,65,Female,Yes,Yes,Electricity,River,No,2,17594,3189,1,No,No,493,Government,7,Yes,Own House,387438,No
H00199,West Bengal,Rural,4,23745,Postgraduate,Employed,7956,22493,8357,9751,4740,53297,13324.25,42,Female,Yes,Yes,LPG,Piped Water,No,1,11226,14342,1,Yes,Yes,255,Unemployed,9,No,Own House,230435,Yes
H00200,Uttar Pradesh,Rural,2,33228,Primary,Unemployed,18473,21711,8677,14127,19206,82194,41097.0,74,Female,No,Yes,Wood,Piped Water,No,1,19503,40078,1,Yes,Yes,222,Unemployed,8,Yes,Rented House,424398,No
H00201,Gujarat,Rural,4,39521,Graduate,Self-Employed,6815,21039,6582,5393,11248,51077,12769.25,53,Male,Yes,No,Other,Piped Water,No,0,10046,16533,2,Yes,Yes,368,Government,9,No,Rented House,471867,No
H00202,Rajasthan,Urban,1,31928,Higher Secondary,Unemployed,21235,37561,7158,1414,5798,73166,73166.0,63,Female,No,Yes,LPG,Well,No,2,16651,33382,3,Yes,No,179,Private,8,Yes,Rented House,152721,Yes
H00203,Gujarat,Urban,6,23322,Graduate,Employed,4843,10947,2761,4619,2361,25531,4255.166666666667,51,Female,No,No,Electricity,Piped Water,No,1,19158,11083,0,No,Yes,417,Government,4,No,Temporary Shelter,345875,Yes
H00204,Delhi,Urban,1,62714,Primary,Self-Employed,28460,33335,8521,7514,14642,92472,92472.0,60,Male,No,No,Wood,Other,No,0,11041,43838,2,Yes,Yes,361,Self-Employed,8,Yes,Own House,358276,Yes
H00205,Tamil Nadu,Rural,6,92896,Postgraduate,Employed,17972,16859,1008,14278,7820,57937,9656.166666666666,69,Female,Yes,Yes,Electricity,Piped Water,No,2,4349,43678,4,No,No,34,Government,3,No,Own House,100497,Yes
H00206,West Bengal,Urban,1,67292,Graduate,Self-Employed,27501,24122,2879,8675,11867,75044,75044.0,41,Male,No,No,LPG,Other,No,2,4965,42897,3,No,Yes,358,Government,1,Yes,Own House,289147,No
H00207,Rajasthan,Rural,6,34055,Graduate,Employed,24927,2577,9379,412,17982,55277,9212.833333333334,58,Female,No,No,Electricity,Well,Yes,1,13492,4771,3,Yes,No,102,Private,2,Yes,Temporary Shelter,409767,Yes
H00208,Tamil Nadu,Urban,8,47891,Postgraduate,Self-Employed,24285,29350,5252,1858,5747,66492,8311.5,70,Female,Yes,No,Wood,Other,No,2,13336,24233,1,No,No,160,Self-Employed,0,No,Temporary Shelter,114432,Yes
H00209,Karnataka,Rural,2,86912,Primary,Self-Employed,19353,34798,9984,12470,2234,78839,39419.5,27,Female,No,Yes,Wood,Other,No,0,19843,43309,2,Yes,Yes,199,Unemployed,4,No,Temporary Shelter,154898,Yes
H00210,West Bengal,Rural,2,11588,Postgraduate,Employed,3094,32898,5995,14229,5163,61379,30689.5,29,Male,No,No,LPG,Other,Yes,0,17373,514,4,Yes,Yes,159,Unemployed,0,Yes,Own House,364630,No
H00211,Gujarat,Rural,4,95536,No Schooling,Self-Employed,8124,16881,3709,5224,6409,40347,10086.75,38,Female,No,No,Wood,Piped Water,Yes,2,12684,47961,1,Yes,Yes,182,Unemployed,0,No,Rented House,155801,No
H00212,Gujarat,Urban,3,11304,Higher Secondary,Unemployed,25731,11785,7898,13239,13318,71971,23990.333333333332,27,Female,Yes,Yes,Electricity,River,Yes,0,17321,21342,1,Yes,No,352,Unemployed,6,No,Temporary Shelter,444912,Yes
H00213,West Bengal,Urban,4,12345,Postgraduate,Employed,21579,7691,7243,9809,17564,63886,15971.5,47,Female,No,No,Electricity,Other,No,2,6654,35284,0,Yes,Yes,135,Private,1,No,Temporary Shelter,397084,No
H00214,Gujarat,Urban,7,34300,Primary,Unemployed,3404,18297,6148,10778,8663,47290,6755.714285714285,63,Female,Yes,No,Other,Piped Water,No,0,7342,38479,3,No,Yes,429,Self-Employed,7,No,Rented House,41274,No
H00215,Uttar Pradesh,Urban,1,29259,Secondary,Employed,29940,7358,5671,6117,18954,68040,68040.0,54,Male,Yes,No,Other,Piped Water,No,2,2358,15331,4,No,Yes,397,Private,5,Yes,Temporary Shelter,38718,Yes
H00216,West Bengal,Rural,6,96006,No Schooling,Self-Employed,25324,20581,8390,5341,13858,73494,12249.0,74,Male,No,No,Other,Piped Water,No,2,19729,21949,3,Yes,No,225,Government,3,No,Rented House,425569,No
H00217,Tamil Nadu,Urban,3,93553,Secondary,Self-Employed,22674,2462,824,1994,7168,35122,11707.333333333334,69,Female,No,No,Electricity,River,Yes,2,6360,41263,2,No,No,391,Self-Employed,8,Yes,Own House,41682,Yes
H00218,West Bengal,Urban,7,20352,Postgraduate,Self-Employed,5982,16511,4057,6188,13516,46254,6607.714285714285,47,Female,No,Yes,Electricity,River,No,0,3743,31776,0,Yes,No,242,Self-Employed,9,Yes,Rented House,30653,Yes
H00219,Rajasthan,Rural,2,38365,No Schooling,Employed,14515,11570,4087,8496,8501,47169,23584.5,51,Female,No,No,LPG,River,No,2,7159,22156,1,No,Yes,105,Unemployed,7,No,Rented House,257583,Yes
H00220,Gujarat,Rural,2,24446,Higher Secondary,Unemployed,17790,16474,651,13977,10421,59313,29656.5,78,Male,Yes,Yes,Other,River,Yes,2,518,41128,0,No,Yes,70,Unemployed,9,No,Own House,145213,No
H00221,Uttar Pradesh,Rural,4,7336,Postgraduate,Unemployed,14205,8037,1454,5778,2691,32165,8041.25,34,Female,Yes,No,Electricity,Well,No,1,16652,20047,1,Yes,No,76,Unemployed,2,Yes,Temporary Shelter,404753,Yes
H00222,Uttar Pradesh,Urban,1,67032,Higher Secondary,Employed,23939,29129,4854,5751,9359,73032,73032.0,49,Female,No,Yes,LPG,River,No,1,12925,45516,0,No,Yes,53,Unemployed,2,No,Own House,30401,No
H00223,Karnataka,Rural,3,80415,Graduate,Employed,26338,14386,7660,13257,9372,71013,23671.0,37,Male,Yes,Yes,Electricity,River,No,2,14810,26140,1,No,Yes,276,Government,3,No,Temporary Shelter,158459,No
H00224,Tamil Nadu,Rural,9,12521,Secondary,Unemployed,14748,7221,9883,12285,19730,63867,7096.333333333333,40,Male,No,Yes,LPG,River,No,1,16239,46210,3,No,No,110,Unemployed,8,Yes,Temporary Shelter,81690,No
